qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
lapchole__4876618,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:09:12,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4876651,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:07,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4877539,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:28,How many Specimen bags appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4877434,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:34,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4877482,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:02,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4877448,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:28,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4877370,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:25,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4877361,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:16,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__4985457,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:35,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4985482,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:01,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4985499,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:18,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4985539,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:58,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4985983,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:02,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4986240,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:51,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4986237,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:26,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,3.0
lapchole__4987119,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:35,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4987173,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:30,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4987169,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:26,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4987342,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:25,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4985597,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:56,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4985596,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:55,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4985554,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:13,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4985751,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:36,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4986148,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:53,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4986339,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:28:04,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4987240,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:37,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4987258,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:55,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4987217,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:14,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4987355,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:38,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__5025244,lapchole,0071 - Laparoscopic Cholecystectomy.mp4,lapchole/0071 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:13,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
lapchole__5026586,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:09:37,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
lapchole__5026587,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:04,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
lapchole__5026588,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:16,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
lapchole__5026589,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:41,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
lapchole__5026590,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:27,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
lapchole__5026591,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:51,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,4.0
lapchole__5026592,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:02,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,4.0
lapchole__5026593,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:03,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,8,4.0
lapchole__5026594,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:05,How many different foreign object instances appear in this frame? Please provide a number.,9,number,n_instances_total,9,4.0
lapchole__5026595,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:14,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
lapchole__5026596,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:27,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
lapchole__5026597,lapchole,0006 - Laparoscopic Cholecystectomy.mp4,lapchole/0006 - Laparoscopic Cholecystectomy.mp4,train_92,00:10:25,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
lapchole__5026786,lapchole,0049 - Laparoscopic Cholecystectomy.mp4,lapchole/0049 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:50,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,1.0
lapchole__5026787,lapchole,0049 - Laparoscopic Cholecystectomy.mp4,lapchole/0049 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:59,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,1.0
lapchole__5026788,lapchole,0049 - Laparoscopic Cholecystectomy.mp4,lapchole/0049 - Laparoscopic Cholecystectomy.mp4,train_92,00:44:11,How many Specimens appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,1.0
lapchole__5026792,lapchole,0049 - Laparoscopic Cholecystectomy.mp4,lapchole/0049 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:22,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,1.0
lapchole__5026793,lapchole,0049 - Laparoscopic Cholecystectomy.mp4,lapchole/0049 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:28,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,1.0
lapchole__5026817,lapchole,0184 - Laparoscopic Cholecystectomy.mp4,lapchole/0184 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:09,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__5026823,lapchole,0138 - Laparoscopic Cholecystectomy.mp4,lapchole/0138 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:57,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
lapchole__5026825,lapchole,0036 - Laparoscopic Cholecystectomy.mp4,lapchole/0036 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:08,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,1.0
lapchole__5026827,lapchole,0020 - Laparoscopic Cholecystectomy.mp4,lapchole/0020 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:05,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,1.0
lapchole__5026830,lapchole,0062 - Laparoscopic Cholecystectomy.mp4,lapchole/0062 - Laparoscopic Cholecystectomy.mp4,train_92,00:11:59,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__5026831,lapchole,0007 - Laparoscopic Cholecystectomy.mp4,lapchole/0007 - Laparoscopic Cholecystectomy.mp4,train_92,00:23:37,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,1.0
lapchole__5026832,lapchole,0086 - Laparoscopic Cholecystectomy.mp4,lapchole/0086 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:09,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,1.0
heico__1980268,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:28:22,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
heico__1980186,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:36:33,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
heico__1980355,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:53,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
heico__1980401,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:50,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
heico__1980141,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:48,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
heico__1980807,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:29:26,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
heico__1980740,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:36:26,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
heico__1982214,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:27:28,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
heico__1982884,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:32,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
heico__1982892,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:40,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
heico__1982902,heico,0029 - Heico - Sigma - 10.avi,heico/0029 - Heico - Sigma - 10.avi,promoted_30,00:46:50,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
