qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses
lapchole__2667645,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:22:42,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
lapchole__2667730,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:09,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,
lapchole__2670411,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:50,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no,binary,,
lapchole__2670846,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:07,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes,binary,,
lapchole__2676821,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:05,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
lapchole__2676858,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:26,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
lapchole__2657586,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:01,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2662672,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:01,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2662615,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:37,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2663531,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:23:38,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__2663547,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:27,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__2663325,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:40,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1.0
lapchole__2663578,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2679310,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:25:12,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2679368,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:03,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__5023079,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:10,There is one specimen visible in this frame. Is this foreign object currently being grasped by an instrument?,No.,open_ended,,
lapchole__5023073,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:01,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.,open_ended,,
lapchole__5023076,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:04,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.,open_ended,,
lapchole__2675760,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:26:20,"At timepoint 00:26:20 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:26:20. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/right 2. Clip: bottom/right 3. Clip: bottom/right 4. Clip: bottom/right,open_ended,,
lapchole__2688953,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:32:59,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
lapchole__2666172,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:47,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
lapchole__2666127,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:23:44,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
lapchole__2666001,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:21:27,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
lapchole__2666335,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:28:26,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
lapchole__2666527,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:21:53,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__2666409,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:11,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
lapchole__2667753,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:48,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__2667710,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:23:48,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
lapchole__2667692,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:23:29,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
lapchole__2667594,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:21:40,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
lapchole__2667794,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:26:25,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
lapchole__2667660,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:22:57,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,
lapchole__2670267,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:23:25,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no,binary,,
lapchole__2670845,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:06,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes,binary,,
lapchole__2677046,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:04,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
lapchole__2676966,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:22:28,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
lapchole__2657592,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:07,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2662519,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:25:24,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2662680,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:09,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2662618,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:40,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2663733,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:28:14,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__2663321,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__2663627,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:00,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1.0
lapchole__2663639,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:03,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2679324,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:29:23,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2679372,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:07,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__5023075,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:03,There is one specimen bag visible in this frame. Is this foreign object currently grasped by an instrument?,No.,open_ended,,
lapchole__2675771,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:30:33,"At timepoint 00:30:33 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:30:33. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/left 2. Clip: bottom/right 3. Clip: bottom/right 4. Clip: bottom/right 5. Clip: bottom/right,open_ended,,
lapchole__4649503,lapchole,0149 - Laparoscopic Cholecystectomy.mp4,lapchole/0149 - Laparoscopic Cholecystectomy.mp4,00:25:22,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0
lapchole__4649549,lapchole,0149 - Laparoscopic Cholecystectomy.mp4,lapchole/0149 - Laparoscopic Cholecystectomy.mp4,00:26:44,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0
lapchole__4649551,lapchole,0149 - Laparoscopic Cholecystectomy.mp4,lapchole/0149 - Laparoscopic Cholecystectomy.mp4,00:26:46,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__4654650,lapchole,0149 - Laparoscopic Cholecystectomy.mp4,lapchole/0149 - Laparoscopic Cholecystectomy.mp4,00:07:38,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
