split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,lapchole,2688953,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left
test,lapchole,2666172,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,lapchole,2666127,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,lapchole,2666001,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,lapchole,2666335,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,lapchole,2666527,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,lapchole,2666409,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,lapchole,2667753,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,1,How many Clips appear in this frame? Please provide a number.,1
test,lapchole,2667710,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,lapchole,2667692,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,lapchole,2667594,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,lapchole,2667794,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,lapchole,2667660,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,lapchole,2670267,3a,binary,invariant,non_spatial,False,False,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no
test,lapchole,2670845,3a,binary,invariant,non_spatial,False,False,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes
test,lapchole,2677046,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,lapchole,2676966,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,lapchole,2657592,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2662519,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,lapchole,2662680,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag
